Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
587,BossLose,BossDeath,63.3,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,555,5000,0.00,0.03,0.12,6,14,15,21,-36.052,2.3,49.6,-1.0,-1.0,374.0,3,18.8,2.5,26.0,11.3,5.0,20.1,29.1,13.6,33.8,5451.0,8450.2,7038.3,8,0.001,0.591,0.408,0.651,0.612,12.6,0.00,3,2060,413
588,BossWin,AllPlayerDeath,77.0,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,3538,0.29,0.00,0.00,10,14,13,13,-97.596,33.7,46.2,77.0,46.2,404.0,3,21.8,3.5,42.4,9.9,5.4,20.2,33.1,15.5,48.8,4327.9,7010.6,4114.2,3,0.002,0.525,0.473,0.572,0.054,11.3,0.00,5,2203,263
589,BossWin,AllPlayerDeath,40.0,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,600,2380,0.52,0.00,0.00,6,10,7,7,-19.662,2.6,30.3,40.0,30.3,262.0,3,21.2,3.2,33.0,9.7,5.8,21.6,30.0,21.6,34.6,4741.4,6440.2,4489.1,4,0.002,0.655,0.343,0.729,0.946,12.0,0.00,3,1457,188
590,BossLose,BossDeath,71.7,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,538,5000,0.00,0.00,0.21,5,14,16,23,-234.169,4.9,9.0,60.0,-1.0,77.0,3,15.6,3.1,42.3,14.5,4.8,27.1,29.6,15.6,44.7,931.6,2510.8,2283.5,34,0.001,0.107,0.892,0.303,0.316,15.6,0.00,2,1086,53
591,BossLose,BossDeath,78.3,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,154,5000,0.00,0.67,0.82,0,13,19,25,-170.714,1.9,33.2,-1.0,-1.0,269.0,3,17.7,2.3,27.2,13.6,4.3,25.7,30.4,15.4,42.7,3910.2,7143.1,3869.4,43,0.001,0.344,0.656,0.441,0.425,14.0,0.00,0,1726,229
592,BossWin,AllPlayerDeath,66.7,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,3971,0.21,0.00,0.00,14,16,8,19,-167.469,14.3,17.9,36.2,66.7,151.0,3,11.9,4.5,26.4,17.0,4.4,33.3,29.2,18.8,39.8,4155.0,5082.1,7350.8,10,0.002,0.226,0.771,0.405,0.854,14.4,0.00,7,1351,110
593,BossLose,BossDeath,82.7,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,427,5000,0.00,0.58,0.00,7,20,20,17,-84.379,35.3,55.6,-1.0,56.4,431.0,3,19.7,4.9,46.5,9.9,4.9,21.3,31.6,18.0,51.8,6868.0,9283.1,7098.5,4,0.001,0.521,0.478,0.647,0.734,12.5,0.00,0,2674,421
594,BossLose,BossDeath,63.7,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,384,5000,0.00,0.54,0.18,4,11,14,22,-108.728,2.3,33.6,-1.0,-1.0,271.0,3,18.8,4.9,27.9,12.4,4.4,20.3,29.6,18.4,35.0,2796.8,5281.8,2846.9,20,0.000,0.426,0.574,0.460,0.221,15.0,0.00,1,1463,229
595,BossWin,AllPlayerDeath,74.8,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,3646,0.27,0.00,0.00,8,17,22,12,-247.064,5.2,8.3,74.8,42.5,61.0,3,16.0,3.9,37.6,14.9,5.0,27.2,29.3,17.1,40.3,599.4,2677.6,1831.4,23,0.001,0.082,0.918,0.298,0.564,16.8,0.00,2,1114,52
596,BossWin,AllPlayerDeath,54.5,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,3425,0.31,0.00,0.00,10,12,12,7,-71.682,2.6,30.1,54.5,30.1,249.0,3,18.7,3.8,32.2,10.1,5.2,23.4,29.5,22.4,33.6,5839.0,6567.7,5815.3,4,0.001,0.457,0.542,0.546,0.542,12.7,0.00,3,1489,204
597,BossLose,BossDeath,84.4,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,359,5000,0.00,0.00,0.80,4,15,10,28,-91.870,8.6,56.9,50.1,-1.0,410.0,3,17.2,3.9,32.6,13.3,2.9,26.6,25.8,5.6,38.8,6454.0,4898.0,8465.7,2,0.001,0.486,0.513,0.594,0.384,10.9,0.00,0,2507,652
598,BossWin,AllPlayerDeath,47.1,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,1881,0.62,0.00,0.00,9,12,6,6,-60.353,27.6,25.1,47.1,25.1,236.8,3,21.5,4.8,33.6,9.8,5.8,15.1,31.9,16.2,38.9,2615.5,5597.6,1747.8,1,0.000,0.503,0.497,0.545,0.893,13.5,0.00,5,1284,145
599,BossWin,AllPlayerDeath,50.7,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,600,2678,0.46,0.00,0.00,8,12,3,15,-121.739,10.1,3.1,16.1,50.7,93.0,3,14.8,4.5,25.5,14.5,4.6,27.2,29.0,22.6,37.2,701.8,1713.7,1737.0,8,0.002,0.183,0.815,0.354,0.564,12.7,0.00,3,897,46
600,BossLose,BossDeath,71.2,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,539,5000,0.00,0.00,0.20,6,17,11,24,-36.516,33.1,57.4,63.2,-1.0,401.0,3,21.9,4.5,37.8,11.9,4.1,25.8,30.0,8.1,44.6,6342.5,6980.8,6653.9,4,0.004,0.564,0.433,0.619,0.746,13.4,0.00,3,2202,514
601,BossWin,AllPlayerDeath,30.1,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,908,0.82,0.00,0.00,7,7,6,2,-12.087,18.9,21.4,30.1,21.4,184.0,3,12.3,5.0,23.7,22.6,8.1,27.4,32.0,24.5,38.5,2205.6,2246.3,3635.3,3,0.004,0.610,0.386,0.691,0.970,13.2,0.00,2,1041,84
602,BossWin,AllPlayerDeath,60.1,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,2017,0.60,0.00,0.00,8,16,14,5,-100.870,2.6,30.2,60.1,30.2,260.0,3,18.3,3.4,31.3,10.0,6.2,21.2,30.7,21.0,35.9,3912.2,6293.5,3376.4,4,0.001,0.433,0.566,0.549,0.881,11.7,0.00,2,1649,173
603,BossWin,AllPlayerDeath,49.2,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,4110,0.18,0.00,0.00,9,12,6,16,-141.399,5.1,7.7,26.8,49.2,61.0,3,15.0,5.0,22.5,14.8,4.8,28.6,30.0,22.3,38.9,404.1,856.6,1546.7,12,0.002,0.124,0.874,0.325,0.874,16.0,0.00,5,799,51
604,BossLose,BossDeath,60.6,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,152,5000,0.00,0.70,0.79,0,12,17,19,-99.006,1.9,33.1,-1.0,-1.0,270.0,3,18.1,3.5,27.1,11.7,4.0,19.9,29.0,15.4,38.4,4522.5,7163.8,4380.4,24,0.001,0.446,0.553,0.528,0.675,13.8,0.00,0,1598,224
605,BossLose,BossDeath,79.7,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,469,5000,0.00,0.00,0.44,14,22,9,25,-266.945,10.3,2.6,36.0,-1.0,80.0,3,15.8,5.0,28.5,14.7,4.9,28.1,30.0,18.1,42.8,885.1,2104.4,2046.7,19,0.000,0.100,0.900,0.300,0.855,14.2,0.00,4,1194,55
606,BossLose,BossDeath,56.8,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,378,5000,0.00,0.00,0.74,6,13,6,19,-156.155,8.2,10.9,30.0,-1.0,88.0,3,15.6,4.6,38.2,15.4,4.8,28.1,30.7,24.1,39.4,2095.1,1528.8,4264.2,18,0.000,0.155,0.845,0.349,0.723,14.5,0.00,3,993,59
607,BossWin,AllPlayerDeath,70.9,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,3587,0.28,0.00,0.00,10,14,15,8,-142.560,1.8,30.2,70.9,30.2,261.0,3,20.0,3.6,39.6,10.2,6.6,19.2,32.4,16.6,44.9,4185.6,6174.4,3394.1,3,0.001,0.368,0.631,0.505,0.336,14.1,0.00,6,1791,153
608,BossWin,AllPlayerDeath,41.3,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,1081,0.78,0.00,0.00,8,8,5,4,-38.841,8.1,24.2,41.3,24.2,208.0,3,19.2,4.6,44.6,14.1,5.5,31.5,34.3,18.4,49.3,6486.6,7956.6,7170.6,3,0.002,0.504,0.494,0.578,0.361,12.3,0.00,2,1193,133
609,BossLose,BossDeath,56.8,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,225,5000,0.00,0.76,0.49,5,10,16,19,-27.006,33.0,35.4,-1.0,-1.0,306.0,3,19.1,2.7,27.4,10.9,4.5,21.9,29.3,14.4,38.1,6052.2,8431.4,5294.0,16,0.003,0.539,0.458,0.656,0.444,12.6,0.00,3,1862,190
610,BossWin,AllPlayerDeath,35.1,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,600,1529,0.69,0.00,0.00,7,8,6,3,-56.927,2.2,16.1,35.1,16.1,131.0,3,19.0,3.3,34.5,10.6,6.5,20.1,31.5,22.6,38.1,2882.5,4998.3,2739.6,4,0.001,0.373,0.627,0.490,0.826,12.1,0.00,2,861,123
611,BossWin,AllPlayerDeath,50.3,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,3052,0.39,0.00,0.00,6,11,7,15,-82.868,11.6,18.9,33.2,50.3,155.0,3,13.7,4.7,27.7,16.6,4.4,30.5,28.4,17.9,39.3,5384.6,7359.2,7629.9,8,0.006,0.308,0.686,0.461,0.450,14.7,0.00,4,1159,120
612,BossLose,BossDeath,72.6,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,188,5000,0.00,0.74,0.64,5,10,19,22,-61.675,31.8,52.4,-1.0,-1.0,308.0,3,18.7,4.7,33.2,11.9,4.3,21.4,29.3,17.3,39.8,4787.9,8157.8,4020.9,22,0.001,0.424,0.575,0.558,0.290,14.5,0.00,5,2026,572
613,BossLose,Timeout,90.0,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,349,4998,0.00,0.00,0.84,8,15,19,27,-248.449,9.0,2.4,69.1,-1.0,69.0,3,15.5,4.8,26.2,14.4,4.5,27.1,29.6,19.5,39.2,972.8,2094.1,2669.2,47,0.000,0.077,0.923,0.276,0.323,15.2,0.00,3,1244,44
614,BossWin,AllPlayerDeath,45.7,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,2022,0.60,0.00,0.00,8,10,9,5,-40.382,2.5,25.0,45.7,25.0,213.0,3,21.7,1.7,44.9,9.9,5.6,17.3,34.1,12.0,51.0,3127.9,5741.0,2645.0,3,0.000,0.466,0.534,0.547,0.641,12.1,0.00,4,1250,154
615,BossLose,BossDeath,63.0,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,265,5000,0.00,0.59,0.53,4,8,14,21,-6.897,35.7,58.0,-1.0,-1.0,365.0,3,18.9,3.2,27.3,11.4,4.6,25.0,28.7,11.3,40.8,6214.2,7514.0,5649.8,10,0.001,0.579,0.420,0.616,0.214,10.6,0.00,4,1942,540
616,BossWin,AllPlayerDeath,24.2,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,731,0.85,0.00,0.00,5,6,3,2,7.904,17.3,12.1,24.2,12.1,144.0,2,19.0,5.0,30.5,9.6,5.7,15.2,31.3,19.2,36.6,3675.3,7507.9,1992.5,2,0.002,0.596,0.402,0.653,0.990,11.6,0.00,0,790,61
617,BossWin,AllPlayerDeath,39.1,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,600,1460,0.71,0.00,0.00,8,9,9,4,23.834,39.0,23.1,39.1,23.1,341.0,3,17.4,4.3,27.1,9.5,6.5,15.2,30.8,26.2,33.5,7277.2,8489.7,2890.7,2,0.002,0.872,0.126,0.878,0.760,8.9,0.00,4,1717,167
618,BossLose,BossDeath,86.4,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,471,5000,0.00,0.00,0.43,4,18,19,26,-174.748,36.0,38.0,81.3,-1.0,321.0,3,19.1,4.9,39.9,13.1,4.7,31.5,31.1,17.9,45.1,4466.9,6925.2,4619.8,21,0.001,0.372,0.627,0.498,0.416,14.4,0.00,3,2151,214
619,BossWin,AllPlayerDeath,40.9,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,2128,0.57,0.00,0.00,9,9,8,4,-30.280,28.3,23.1,40.9,23.1,247.0,3,20.0,4.6,34.0,9.0,5.2,15.2,30.6,16.9,41.0,6921.5,12075.1,4015.9,1,0.000,0.604,0.396,0.702,0.727,13.8,0.00,2,1437,119
620,BossWin,AllPlayerDeath,75.0,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,4820,0.04,0.00,0.00,13,18,19,12,-112.785,1.7,41.5,75.0,41.5,301.0,3,20.3,4.8,45.3,10.8,6.7,21.0,31.9,16.7,50.3,4027.5,6660.3,3574.3,2,0.004,0.401,0.595,0.537,0.676,14.6,0.00,7,2013,345
621,BossLose,BossDeath,75.1,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,495,5000,0.00,0.00,0.35,6,13,13,22,-127.357,25.6,38.5,58.1,-1.0,305.0,3,12.4,4.3,28.0,18.8,3.5,33.0,29.9,15.4,42.3,7631.6,10100.0,9618.6,6,0.001,0.406,0.593,0.557,0.266,15.0,0.00,2,2092,229
622,BossLose,BossDeath,63.3,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,191,5000,0.00,0.44,0.92,0,8,8,23,-11.114,3.3,55.4,-1.0,-1.0,464.8,3,23.3,1.5,44.3,10.2,4.7,23.3,31.6,12.2,48.2,11955.0,14492.5,11738.2,6,0.002,0.734,0.264,0.734,0.218,11.3,0.00,0,2324,355
623,BossWin,AllPlayerDeath,30.2,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,1214,0.76,0.00,0.00,8,8,5,2,-33.642,2.3,12.6,30.2,12.6,103.0,3,20.5,4.6,42.7,11.4,7.0,22.5,35.5,16.3,48.2,1618.0,3278.7,1721.4,3,0.002,0.341,0.657,0.439,0.933,13.2,0.00,2,663,101
624,BossWin,AllPlayerDeath,63.7,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,4472,0.11,0.00,0.00,7,13,14,18,-37.213,32.1,50.0,63.7,63.7,318.0,3,19.8,4.7,27.4,11.9,4.9,23.4,30.4,17.9,38.1,3053.8,5431.9,2405.2,12,0.003,0.499,0.498,0.577,0.430,14.3,0.00,1,1839,477
625,BossLose,BossDeath,49.1,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,336,5000,0.00,0.01,0.87,2,7,13,13,-93.526,12.8,2.8,-1.0,-1.0,100.0,3,14.7,4.1,27.3,21.0,3.8,50.4,33.2,17.1,56.2,1294.9,3943.4,1720.6,31,0.002,0.204,0.795,0.386,0.299,17.7,0.00,0,947,40
626,BossWin,AllPlayerDeath,35.0,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,1757,0.65,0.00,0.00,7,9,6,5,-2.759,26.3,21.2,35.0,21.2,224.0,3,21.6,4.5,39.2,10.1,7.2,15.1,34.0,17.8,43.9,4383.3,8079.6,2542.2,2,0.002,0.640,0.358,0.658,0.817,13.7,0.00,4,1152,123
627,BossLose,BossDeath,62.9,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,469,5000,0.00,0.43,0.01,4,16,17,18,-64.317,35.6,42.4,-1.0,-1.0,319.0,3,19.0,4.2,34.5,11.7,4.9,24.9,29.3,16.5,40.5,7035.3,9369.5,6083.1,19,0.001,0.507,0.491,0.629,0.872,12.8,0.00,3,1978,354
628,BossWin,AllPlayerDeath,54.9,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,600,4063,0.19,0.00,0.00,8,10,9,15,-14.771,2.5,44.8,54.9,46.8,306.8,3,20.0,3.1,29.8,10.9,4.5,23.5,30.0,21.6,35.1,3104.4,5568.2,2356.3,6,0.000,0.559,0.441,0.603,0.157,12.7,0.00,6,1656,436
629,BossWin,AllPlayerDeath,61.4,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,4306,0.14,0.00,0.00,9,12,8,19,-142.517,12.1,2.1,30.5,61.4,98.0,3,13.6,4.2,24.9,15.3,4.5,26.7,29.3,16.5,40.4,2228.1,3122.7,4860.5,15,0.001,0.160,0.839,0.356,0.438,14.4,0.00,4,1094,50
630,BossLose,BossDeath,54.2,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,187,5000,0.00,0.52,0.85,1,9,17,16,-137.273,13.1,17.4,-1.0,-1.0,152.0,3,11.3,2.5,28.0,18.9,4.4,34.8,27.1,4.9,43.1,3282.9,4509.8,4659.6,9,0.001,0.281,0.718,0.460,0.376,16.1,0.00,1,1246,69
631,BossLose,BossDeath,69.3,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,120,5000,0.00,0.79,0.81,0,8,13,22,-126.808,2.3,34.7,-1.0,-1.0,286.0,3,19.2,4.5,36.7,12.2,4.5,20.3,30.1,13.7,42.2,5566.0,8810.4,4612.0,22,0.000,0.413,0.587,0.512,0.295,14.4,0.00,0,1773,221
632,BossWin,AllPlayerDeath,58.5,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,600,3797,0.24,0.00,0.00,6,13,5,17,-88.142,31.1,30.1,31.1,58.5,280.0,3,21.9,13.3,27.3,13.3,3.9,28.9,29.7,17.7,33.5,5981.3,6959.1,5661.6,3,0.000,0.478,0.522,0.605,0.596,14.4,0.00,2,1771,144
633,BossWin,AllPlayerDeath,56.5,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,600,3628,0.27,0.00,0.00,9,10,12,13,-18.964,34.8,37.4,56.5,48.5,316.0,3,20.3,4.7,27.3,12.1,5.0,27.8,31.3,22.2,36.7,3821.4,6501.5,3130.7,8,0.001,0.559,0.439,0.591,0.000,13.7,0.00,5,1669,208
634,BossWin,AllPlayerDeath,57.9,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,600,3762,0.25,0.00,0.00,9,14,14,5,-62.001,6.2,24.3,57.9,24.3,212.0,3,18.0,4.5,37.7,14.2,5.6,28.9,31.9,17.8,48.6,3008.1,3384.9,3496.3,3,0.001,0.366,0.632,0.516,0.764,14.3,0.00,3,1494,239
635,BossLose,BossDeath,60.1,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,511,5000,0.00,0.30,0.00,3,15,14,16,-81.941,33.6,35.7,-1.0,53.1,297.0,3,20.8,4.3,33.1,11.1,4.6,19.5,31.1,16.2,44.6,4038.7,6850.0,3267.1,8,0.003,0.494,0.503,0.576,0.877,12.6,0.00,2,1731,208
636,BossLose,BossDeath,57.3,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,321,5000,0.00,0.38,0.55,3,8,16,16,-85.539,32.0,22.7,-1.0,-1.0,282.0,3,17.2,4.9,27.8,13.3,4.9,27.8,29.6,19.8,37.2,5616.7,8248.8,6678.3,17,0.000,0.492,0.508,0.592,0.140,16.4,0.00,1,1696,143
637,BossWin,AllPlayerDeath,63.9,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,2934,0.41,0.00,0.00,9,13,11,7,-101.889,2.9,30.3,63.9,30.3,260.0,3,20.6,4.4,39.1,10.7,6.7,23.1,33.3,19.7,44.6,3012.4,6030.5,2431.1,3,0.001,0.407,0.592,0.484,0.384,13.1,0.00,3,1545,190
638,BossWin,AllPlayerDeath,52.4,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,2261,0.55,0.00,0.00,8,11,14,4,-109.172,1.8,20.7,52.4,20.7,173.0,3,16.9,3.2,27.0,11.0,7.4,18.7,30.4,16.6,33.7,2356.1,4359.5,2049.3,3,0.002,0.330,0.668,0.427,0.546,12.1,0.00,5,1120,133
639,BossLose,Timeout,90.0,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,549,4534,0.09,0.17,0.00,4,21,23,12,-183.042,11.4,40.7,-1.0,40.7,294.0,3,17.4,3.8,46.1,15.8,5.3,34.1,35.2,17.9,50.4,7851.9,7956.5,9028.2,3,0.002,0.327,0.671,0.489,0.782,14.5,0.00,2,2203,567
640,BossWin,AllPlayerDeath,52.5,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,3312,0.34,0.00,0.00,7,10,7,15,-129.454,4.9,9.6,36.1,52.5,76.0,3,17.9,4.6,44.2,14.3,4.6,27.4,31.7,23.4,46.2,1016.7,1204.6,2322.3,16,0.001,0.145,0.854,0.337,0.465,14.8,0.00,6,885,61
641,BossLose,BossDeath,64.2,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,117,5000,0.00,0.80,0.81,0,8,14,20,-95.246,5.8,36.8,-1.0,-1.0,304.0,3,19.6,4.6,42.2,13.0,4.7,33.0,26.9,6.0,43.5,4149.6,4734.1,3824.4,16,0.001,0.473,0.525,0.557,0.180,11.8,0.00,0,1787,239
642,BossLose,BossDeath,71.3,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,356,5000,0.00,0.17,0.65,3,19,21,21,-258.350,5.9,2.5,-1.0,-1.0,37.0,3,15.3,2.9,26.4,14.5,5.0,25.2,29.1,13.9,40.3,200.1,2133.8,1713.3,37,0.001,0.052,0.947,0.261,0.813,17.7,0.00,2,930,19
643,BossWin,AllPlayerDeath,33.3,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,2625,0.47,0.00,0.00,7,9,8,9,-23.399,6.9,2.9,32.4,33.3,46.0,3,16.6,4.9,27.3,14.6,4.7,25.6,30.5,21.3,41.6,248.7,1107.2,937.8,16,0.001,0.138,0.861,0.296,0.907,16.8,0.00,5,494,43
644,BossWin,AllPlayerDeath,49.8,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,600,2502,0.50,0.00,0.00,9,12,9,6,-17.347,28.6,24.3,49.8,24.3,244.0,3,20.5,4.6,37.0,9.6,6.7,15.2,33.1,18.7,42.6,4562.1,7767.5,2753.6,2,0.002,0.490,0.508,0.592,0.594,13.1,0.00,4,1475,131
645,BossWin,AllPlayerDeath,68.4,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,600,4132,0.17,0.00,0.00,7,15,15,11,-87.870,4.8,42.0,68.4,42.0,301.0,3,17.9,4.4,43.1,14.2,6.0,26.7,32.5,12.4,46.5,10689.1,11528.4,12497.4,3,0.001,0.440,0.559,0.554,0.492,12.5,0.00,3,1893,551
646,BossWin,AllPlayerDeath,66.3,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,4260,0.15,0.00,0.00,8,13,14,15,-40.480,3.1,50.9,66.3,50.9,370.0,3,19.9,4.9,36.2,10.6,5.0,26.0,30.6,15.0,38.1,5849.5,7558.5,5847.3,4,0.004,0.558,0.438,0.598,0.199,11.9,0.00,5,1983,448
647,BossLose,BossDeath,80.5,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,464,5000,0.00,0.45,0.00,8,18,22,17,-106.790,2.1,50.5,-1.0,50.5,331.0,3,16.9,3.7,34.2,11.0,5.5,19.5,28.4,15.7,42.1,5239.3,7328.4,5695.4,3,0.002,0.411,0.586,0.526,0.554,11.6,0.00,2,2115,697
648,BossLose,BossDeath,57.3,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,333,5000,0.00,0.76,0.13,4,15,14,19,15.381,32.7,-1.0,-1.0,-1.0,384.2,3,20.6,4.8,29.1,11.0,5.3,21.7,30.3,20.0,39.1,3477.7,5896.7,3057.2,3,0.002,0.670,0.328,0.713,0.970,11.6,0.00,1,2045,526
649,BossWin,AllPlayerDeath,66.2,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,3209,0.36,0.00,0.00,11,12,15,8,-102.894,33.3,31.5,66.2,31.5,293.0,3,19.2,3.9,27.4,9.9,6.8,15.2,32.1,26.5,33.7,3105.4,6487.9,2395.8,2,0.001,0.443,0.556,0.515,0.222,12.4,0.00,5,1703,169
650,BossLose,BossDeath,57.2,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,359,5000,0.00,0.53,0.27,3,11,15,19,-212.106,3.4,1.5,-1.0,-1.0,27.0,3,15.9,4.6,27.4,14.3,5.0,25.4,29.9,16.7,41.2,127.4,1186.1,1096.8,23,0.001,0.047,0.951,0.269,0.476,15.6,0.00,0,769,4
651,BossWin,AllPlayerDeath,71.1,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,3538,0.29,0.00,0.00,12,20,9,20,-203.942,15.9,2.5,35.8,71.1,132.0,3,12.0,4.9,22.2,13.4,4.6,27.9,26.5,17.0,36.8,4401.5,5934.1,6750.2,14,0.000,0.186,0.814,0.381,0.879,12.6,0.00,5,1356,50
652,BossLose,BossDeath,56.5,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,333,5000,0.00,0.38,0.51,4,15,17,17,-186.070,5.8,8.2,-1.0,-1.0,65.0,3,15.7,5.0,36.9,15.2,4.9,33.4,29.7,16.2,44.9,699.8,1398.6,1626.5,27,0.001,0.115,0.884,0.316,0.841,18.3,0.00,3,893,32
653,BossWin,AllPlayerDeath,50.5,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,600,2583,0.48,0.00,0.00,8,10,11,6,-18.366,34.5,30.2,50.5,30.2,310.0,3,19.3,3.5,28.2,9.1,5.8,15.2,30.7,25.6,33.8,6909.2,9291.8,4376.3,2,0.001,0.614,0.385,0.688,0.332,11.1,0.00,4,1736,134
654,BossWin,AllPlayerDeath,62.3,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,3714,0.26,0.00,0.00,11,18,15,9,-99.470,1.9,32.9,62.3,32.9,267.0,3,19.6,3.6,40.1,10.6,6.8,19.2,32.2,15.8,45.7,3494.3,5714.7,3022.5,3,0.003,0.429,0.569,0.511,0.901,12.4,0.00,5,1593,231
655,BossLose,Timeout,90.0,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,527,4367,0.13,0.00,0.24,6,20,11,28,-139.622,1.9,51.8,50.6,-1.0,322.0,3,19.9,3.8,27.5,12.7,4.5,22.5,29.5,15.4,34.5,3181.5,5204.1,3073.7,2,0.002,0.358,0.640,0.471,0.548,13.4,0.00,5,2118,583
656,BossWin,AllPlayerDeath,51.0,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,600,3896,0.22,0.00,0.00,7,11,12,12,-21.458,2.6,42.1,51.0,42.1,267.0,3,19.1,2.3,33.0,11.4,5.1,23.5,27.8,12.0,35.4,7638.2,9961.7,8234.1,4,0.001,0.524,0.475,0.610,0.426,11.5,0.00,2,1556,664
